Unnamed: 0,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
750,sunflower/21995435890_e5672244a4_m.jpg,sunflower,yellow,0.06,0.35,0.16
1937,dandelion/5129135346_3fa8e804d8_n.jpg,dandelion,yellow,0.08,0.45,0.28
636,sunflower/7603036176_9e8967cd21.jpg,sunflower,yellow,0.09,0.32,0.26
1535,dandelion/8842317179_d59cf218cb_n.jpg,dandelion,yellow,0.08,0.13,0.15
1263,rose/16258946661_f9739cdc0a.jpg,rose,red,0.05,0.37,0.13
1073,rose/3751835302_d5a03f55e8_n.jpg,rose,red,0.07,0.24,0.16
80,daisy/10437770546_8bb6f7bdd3_m.jpg,daisy,white,0.06,0.36,0.43
1222,rose/4279990882_031482f8b6_n.jpg,rose,red,0.09,0.18,0.17
223,daisy/14333681205_a07c9f1752_m.jpg,daisy,white,0.09,0.4,0.14
508,sunflower/8929274876_17efc1774a_n.jpg,sunflower,yellow,0.08,0.24,0.17
34,daisy/10770585085_4742b9dac3_n.jpg,daisy,white,0.09,0.27,0.12
1565,dandelion/19551343814_48f764535f_m.jpg,dandelion,yellow,0.06,0.37,0.38
1708,dandelion/15547944931_c1e095b185.jpg,dandelion,yellow,0.09,0.32,0.14
913,sunflower/23204123212_ef32fbafbe.jpg,sunflower,yellow,0.1,0.39,0.13
1847,dandelion/19440910519_cb1162470e.jpg,dandelion,yellow,0.09,0.27,0.23
1695,dandelion/14012247974_69ac128799.jpg,dandelion,yellow,0.08,0.25,0.31
517,sunflower/4933824130_b99839a80d.jpg,sunflower,yellow,0.07,0.12,0.24
1906,dandelion/7315832212_b0ceeb8de8_n.jpg,dandelion,yellow,0.1,0.31,0.22
1517,dandelion/7808545612_546cfca610_m.jpg,dandelion,yellow,0.1,0.11,0.2
873,sunflower/20871601265_daa4be4291_n.jpg,sunflower,yellow,0.08,0.29,0.24
1861,dandelion/4657801292_73bef15031.jpg,dandelion,yellow,0.08,0.21,0.13
1475,rose/5060536705_b370a5c543_n.jpg,rose,red,0.09,0.17,0.42
664,sunflower/9558627290_353a14ba0b_m.jpg,sunflower,yellow,0.06,0.22,0.23
2631,tulip/7166606598_5d2cd307c3.jpg,tulip,pink,0.07,0.24,0.13
1489,rose/5731750490_ba3325b7ee_n.jpg,rose,red,0.07,0.16,0.16
2433,tulip/8713357842_9964a93473_n.jpg,tulip,pink,0.06,0.21,0.26
2574,tulip/16930121391_a4092ecf00_n.jpg,tulip,pink,0.07,0.17,0.43
1516,dandelion/8733226215_161309f8ec.jpg,dandelion,yellow,0.07,0.34,0.44
529,sunflower/5076821914_c21b58fd4c_m.jpg,sunflower,yellow,0.08,0.43,0.22
403,daisy/4646886118_b5c5ceaf6d_n.jpg,daisy,white,0.06,0.12,0.44
1097,rose/5172171681_5934378f08.jpg,rose,red,0.08,0.41,0.22
2011,dandelion/5140791232_52f2c5b41d_n.jpg,dandelion,yellow,0.06,0.23,0.43
1167,rose/9159362388_c6f4cf3812_n.jpg,rose,red,0.06,0.37,0.25
869,sunflower/15054865768_2cc87ac9d4_m.jpg,sunflower,yellow,0.06,0.48,0.32
1098,rose/9160289562_ab2718d19b.jpg,rose,red,0.06,0.16,0.48
972,sunflower/9681915384_b3b646dc92_m.jpg,sunflower,yellow,0.09,0.46,0.39
626,sunflower/4933823922_911ac40b0d.jpg,sunflower,yellow,0.07,0.29,0.33
716,sunflower/4942258704_c4146b710a_n.jpg,sunflower,yellow,0.07,0.18,0.35
967,sunflower/9445830851_e9a126fd1d_n.jpg,sunflower,yellow,0.07,0.45,0.24
769,sunflower/15054750690_198b6ab0f2_n.jpg,sunflower,yellow,0.07,0.39,0.43
1927,dandelion/23659122395_3467d88c02_n.jpg,dandelion,yellow,0.05,0.49,0.13
905,sunflower/9825716455_f12bcc8d4e_n.jpg,sunflower,yellow,0.07,0.3,0.18
66,daisy/14554906452_35f066ffe9_n.jpg,daisy,white,0.06,0.38,0.42
69,daisy/10712722853_5632165b04.jpg,daisy,white,0.06,0.21,0.29
89,daisy/2498632196_e47a472d5a.jpg,daisy,white,0.05,0.15,0.12
1808,dandelion/14048849371_ec9dbafaeb_m.jpg,dandelion,yellow,0.06,0.43,0.49
1787,dandelion/6968202872_cfcb5b77fb.jpg,dandelion,yellow,0.08,0.17,0.3
824,sunflower/9485002920_59af6f4cac.jpg,sunflower,yellow,0.06,0.39,0.41
2208,tulip/5628970369_54eb9ed31c_n.jpg,tulip,pink,0.09,0.43,0.23
2039,dandelion/7184780734_3baab127c2_m.jpg,dandelion,yellow,0.08,0.39,0.48
1675,dandelion/4514343281_26781484df.jpg,dandelion,yellow,0.05,0.25,0.26
1597,dandelion/14740350060_a489d9fa06.jpg,dandelion,yellow,0.07,0.27,0.43
1390,rose/9164924345_6b63637acf.jpg,rose,red,0.08,0.49,0.31
679,sunflower/4868595281_1e58083785.jpg,sunflower,yellow,0.05,0.37,0.32
1816,dandelion/14457225751_645a3784fd_n.jpg,dandelion,yellow,0.06,0.24,0.35
17,daisy/2556503265_63ae6b9e0e_m.jpg,daisy,white,0.08,0.24,0.34
96,daisy/2521408074_e6f86daf21_n.jpg,daisy,white,0.08,0.25,0.14
635,sunflower/20258015499_93b9951800_m.jpg,sunflower,yellow,0.09,0.31,0.48
686,sunflower/9610373158_5250bce6ac_n.jpg,sunflower,yellow,0.08,0.26,0.11
1166,rose/7865295712_bcc94d120c.jpg,rose,red,0.06,0.26,0.39
168,daisy/2561371688_c80a4fe957_n.jpg,daisy,white,0.05,0.34,0.36
2004,dandelion/13942846777_5571a6b0a1_n.jpg,dandelion,yellow,0.1,0.4,0.44
1636,dandelion/4557781241_0060cbe723_n.jpg,dandelion,yellow,0.08,0.38,0.43
2630,tulip/13176576813_50e77cc1d9.jpg,tulip,pink,0.1,0.11,0.41
2587,tulip/6799076717_575944af91_m.jpg,tulip,pink,0.09,0.26,0.45
1012,rose/6409000675_6eb6806e59.jpg,rose,red,0.07,0.36,0.12
1897,dandelion/4336536446_e635f48f2e.jpg,dandelion,yellow,0.06,0.24,0.33
2251,tulip/7094415739_6b29e5215c_m.jpg,tulip,pink,0.07,0.29,0.46
92,daisy/2641151167_3bf1349606_m.jpg,daisy,white,0.09,0.45,0.45
2354,tulip/8520488975_a50d377f91.jpg,tulip,pink,0.06,0.32,0.23
2592,tulip/8838914676_8ef4db7f50_n.jpg,tulip,pink,0.06,0.48,0.25
539,sunflower/21796333524_38fc8e0ab5_n.jpg,sunflower,yellow,0.1,0.47,0.17
1599,dandelion/19440660848_c789227129_m.jpg,dandelion,yellow,0.09,0.39,0.21
1216,rose/3415176946_248afe9f32.jpg,rose,red,0.05,0.43,0.35
1518,dandelion/10486992895_20b344ce2d_n.jpg,dandelion,yellow,0.1,0.31,0.19
984,sunflower/5917253022_4e3142d48b_n.jpg,sunflower,yellow,0.05,0.25,0.12
1855,dandelion/7950892504_33142110c2.jpg,dandelion,yellow,0.08,0.13,0.4
2654,tulip/6227136683_262c6be56b.jpg,tulip,pink,0.09,0.43,0.34
455,daisy/8094774544_35465c1c64.jpg,daisy,white,0.07,0.25,0.14
1913,dandelion/14368895004_c486a29c1e_n.jpg,dandelion,yellow,0.07,0.21,0.42
2649,tulip/6948239566_0ac0a124ee_n.jpg,tulip,pink,0.08,0.28,0.1
872,sunflower/6061177447_d8ce96aee0.jpg,sunflower,yellow,0.08,0.39,0.2
1698,dandelion/14093789753_f0f1acdb57.jpg,dandelion,yellow,0.06,0.15,0.48
1126,rose/3664842094_5fd60ee26b.jpg,rose,red,0.09,0.33,0.15
2044,dandelion/8797114213_103535743c_m.jpg,dandelion,yellow,0.06,0.19,0.4
2337,tulip/4604272150_0c92385530_n.jpg,tulip,pink,0.08,0.25,0.43
1343,rose/5961803532_9368212949_m.jpg,rose,red,0.05,0.21,0.38
2474,tulip/14270573963_f122c40438.jpg,tulip,pink,0.09,0.37,0.46
1399,rose/14810868100_87eb739f26_m.jpg,rose,red,0.08,0.1,0.22
2684,tulip/12584810723_c97d00fcfd.jpg,tulip,pink,0.05,0.47,0.3
1694,dandelion/15819121091_26a5243340_n.jpg,dandelion,yellow,0.06,0.28,0.13
369,daisy/5623010186_796ca8d29a.jpg,daisy,white,0.05,0.39,0.32
2075,dandelion/14065420729_9b388bf7cb_m.jpg,dandelion,yellow,0.09,0.16,0.43
1587,dandelion/6250363717_17732e992e_n.jpg,dandelion,yellow,0.07,0.47,0.45
2419,tulip/8605564823_7a59d3d92a.jpg,tulip,pink,0.09,0.12,0.23
767,sunflower/20410697750_c43973d1eb.jpg,sunflower,yellow,0.06,0.14,0.46
2252,tulip/13513846963_c3d5e9fb1d_n.jpg,tulip,pink,0.05,0.37,0.37
591,sunflower/8071460469_a7c2c34b97_n.jpg,sunflower,yellow,0.07,0.44,0.21
1540,dandelion/16462263826_2555edeb74_n.jpg,dandelion,yellow,0.08,0.23,0.16
2233,tulip/5524946579_307dc74476.jpg,tulip,pink,0.06,0.33,0.15
379,daisy/5795159787_ebb51a5e75.jpg,daisy,white,0.07,0.16,0.32
1848,dandelion/14128835667_b6a916222c.jpg,dandelion,yellow,0.09,0.43,0.25
1387,rose/15222804561_0fde5eb4ae_n.jpg,rose,red,0.08,0.34,0.21
1925,dandelion/5862288632_1df5eb6dd0.jpg,dandelion,yellow,0.08,0.42,0.4
489,daisy/3848258315_ed2fde4fb4.jpg,daisy,white,0.07,0.12,0.35
135,daisy/16492248512_61a57dfec1_m.jpg,daisy,white,0.08,0.12,0.48
2497,tulip/5574219476_1f46775487_n.jpg,tulip,pink,0.06,0.12,0.24
351,daisy/3326037909_b5ae370722_n.jpg,daisy,white,0.08,0.42,0.16
2248,tulip/8702982836_75222725d7.jpg,tulip,pink,0.09,0.12,0.3
1308,rose/8622493424_877ae35ed7.jpg,rose,red,0.06,0.46,0.15
362,daisy/5700781400_65761f3fce.jpg,daisy,white,0.08,0.3,0.18
53,daisy/4724713781_d169f98a35.jpg,daisy,white,0.09,0.36,0.22
828,sunflower/14646280372_dd50be16e4_n.jpg,sunflower,yellow,0.06,0.41,0.45
177,daisy/5434901893_4550be3f84_m.jpg,daisy,white,0.09,0.32,0.21
1260,rose/3661675690_ed2d05fa5f_n.jpg,rose,red,0.06,0.38,0.39
250,daisy/4654579740_6671a53627_m.jpg,daisy,white,0.1,0.49,0.39
1288,rose/6867597533_d65d1c39fb_n.jpg,rose,red,0.09,0.28,0.32
1590,dandelion/8980460785_b5e6842e59_n.jpg,dandelion,yellow,0.08,0.17,0.35
1495,dandelion/17322195031_c2680809dc_m.jpg,dandelion,yellow,0.09,0.31,0.34
233,daisy/3445110406_0c1616d2e3_n.jpg,daisy,white,0.09,0.49,0.14
2490,tulip/9976515506_d496c5e72c.jpg,tulip,pink,0.08,0.45,0.39
1419,rose/15537825851_a80b6321d7_n.jpg,rose,red,0.08,0.18,0.25
1341,rose/9633056561_6f1b7e8faf_m.jpg,rose,red,0.09,0.29,0.4
1815,dandelion/8079778274_f2a400f749_n.jpg,dandelion,yellow,0.08,0.22,0.13
1622,dandelion/7280221020_98b473b20d_n.jpg,dandelion,yellow,0.09,0.12,0.38
1048,rose/16229215579_e7dd808e9c.jpg,rose,red,0.09,0.35,0.32
900,sunflower/7721658400_0dec46d225.jpg,sunflower,yellow,0.07,0.26,0.14
415,daisy/2509545845_99e79cb8a2_n.jpg,daisy,white,0.08,0.42,0.34
1593,dandelion/5740633858_8fd54c23c9_n.jpg,dandelion,yellow,0.09,0.13,0.27
785,sunflower/9431896325_23bf6e8761.jpg,sunflower,yellow,0.09,0.37,0.14
322,daisy/3552074420_2a0a7166db_m.jpg,daisy,white,0.09,0.22,0.23
2224,tulip/5653364300_bc557236c7_n.jpg,tulip,pink,0.07,0.24,0.19
2140,tulip/6970683464_f70838ca3a_n.jpg,tulip,pink,0.1,0.47,0.38
1245,rose/3753920123_c7ebc18ee3.jpg,rose,red,0.09,0.12,0.11
791,sunflower/6606820461_952c450f90_n.jpg,sunflower,yellow,0.05,0.21,0.21
1062,rose/12338444334_72fcc2fc58_m.jpg,rose,red,0.07,0.36,0.36
2145,tulip/14078067843_3573fcfc85_n.jpg,tulip,pink,0.08,0.32,0.49
509,sunflower/5139977423_d413b23fde_m.jpg,sunflower,yellow,0.08,0.47,0.29
2258,tulip/4612075317_91eefff68c_n.jpg,tulip,pink,0.06,0.37,0.41
1302,rose/18376177250_86060cbdc9.jpg,rose,red,0.09,0.3,0.42
2708,tulip/8713398906_28e59a225a_n.jpg,tulip,pink,0.07,0.29,0.28
910,sunflower/9564240106_0577e919da_n.jpg,sunflower,yellow,0.05,0.4,0.2
1760,dandelion/8842482175_92a14b4934_m.jpg,dandelion,yellow,0.09,0.47,0.18
987,sunflower/4895718876_0246882882_n.jpg,sunflower,yellow,0.09,0.17,0.15
2054,dandelion/5749815755_12f9214649_n.jpg,dandelion,yellow,0.06,0.14,0.35
997,rose/16152175716_55d6968e08_n.jpg,rose,red,0.06,0.14,0.17
808,sunflower/10386525005_fd0b7d6c55_n.jpg,sunflower,yellow,0.05,0.3,0.17
479,daisy/21402054779_759366efb0_n.jpg,daisy,white,0.05,0.41,0.18
1745,dandelion/3664916269_29f07c7c7b.jpg,dandelion,yellow,0.09,0.4,0.4
2241,tulip/4562423077_00b16240dc_n.jpg,tulip,pink,0.09,0.47,0.35
1600,dandelion/5605502523_05acb00ae7_n.jpg,dandelion,yellow,0.07,0.13,0.14
2107,dandelion/7808430998_31ba639031_n.jpg,dandelion,yellow,0.07,0.24,0.24
2416,tulip/13997641965_80d5dab542_n.jpg,tulip,pink,0.07,0.29,0.13
1224,rose/5088766459_f81f50e57d_n.jpg,rose,red,0.08,0.47,0.17
123,daisy/14330343061_99478302d4_m.jpg,daisy,white,0.05,0.3,0.2
498,daisy/9496209717_25a6ebdab6_m.jpg,daisy,white,0.06,0.32,0.46
1124,rose/22325299158_6e32e599f8_m.jpg,rose,red,0.05,0.2,0.46
2549,tulip/7166550328_de0d73cfa9.jpg,tulip,pink,0.09,0.24,0.24
1395,rose/6655078437_759fd626fd_n.jpg,rose,red,0.09,0.39,0.16
1342,rose/3697780051_83e50a6dd1_m.jpg,rose,red,0.09,0.17,0.1
838,sunflower/5067864967_19928ca94c_m.jpg,sunflower,yellow,0.1,0.15,0.4
462,daisy/11124324295_503f3a0804.jpg,daisy,white,0.06,0.41,0.42
1060,rose/7420699022_60fa574524_m.jpg,rose,red,0.06,0.22,0.24
1309,rose/14747962886_2bff6bb323_m.jpg,rose,red,0.1,0.34,0.43
680,sunflower/19519101829_46af0b4547_m.jpg,sunflower,yellow,0.07,0.3,0.21
1459,rose/6036837996_7fbdcdb3c5_n.jpg,rose,red,0.07,0.47,0.3
1770,dandelion/4571681134_b605a61547_n.jpg,dandelion,yellow,0.06,0.24,0.34
1064,rose/6125332325_b768e08bd9_n.jpg,rose,red,0.09,0.49,0.23
2189,tulip/14149603605_eedfe9678c_n.jpg,tulip,pink,0.06,0.17,0.22
544,sunflower/4745991955_6804568ae0_n.jpg,sunflower,yellow,0.07,0.33,0.37
2431,tulip/7136973281_b2a935ce20.jpg,tulip,pink,0.07,0.3,0.46
911,sunflower/4933823300_39fd4420b6.jpg,sunflower,yellow,0.06,0.1,0.22
112,daisy/15760153042_a2a90e9da5_m.jpg,daisy,white,0.09,0.41,0.32
1057,rose/5333437251_ce0aa6925d_n.jpg,rose,red,0.07,0.17,0.29
463,daisy/3546455114_cd2dea5e02.jpg,daisy,white,0.09,0.15,0.14
748,sunflower/6250692311_cb60c85ee9_n.jpg,sunflower,yellow,0.06,0.27,0.3
1943,dandelion/6972675188_37f1f1d6f6.jpg,dandelion,yellow,0.06,0.33,0.22
301,daisy/9158041313_7a6a102f7a_n.jpg,daisy,white,0.08,0.44,0.12
1129,rose/12238827553_cf427bfd51_n.jpg,rose,red,0.07,0.31,0.47
2425,tulip/8712266605_3787e346cd_n.jpg,tulip,pink,0.05,0.47,0.27
1478,rose/7376471712_e1be793f94.jpg,rose,red,0.1,0.21,0.21
268,daisy/3337536080_1db19964fe.jpg,daisy,white,0.05,0.32,0.44
2488,tulip/16680998737_6f6225fe36.jpg,tulip,pink,0.07,0.15,0.2
1158,rose/9338237628_4d2547608c.jpg,rose,red,0.09,0.18,0.45
251,daisy/12601254324_3cb62c254a_m.jpg,daisy,white,0.09,0.2,0.14
2218,tulip/4520582070_d14a14f038.jpg,tulip,pink,0.07,0.44,0.37
1711,dandelion/9646730031_f3d5014416_n.jpg,dandelion,yellow,0.09,0.34,0.25
1482,rose/4702438868_278b9cf41c_n.jpg,rose,red,0.06,0.32,0.15
1669,dandelion/7448453384_fb9caaa9af_n.jpg,dandelion,yellow,0.06,0.37,0.41
470,daisy/3750771898_cfd50090ba_n.jpg,daisy,white,0.07,0.16,0.4
2255,tulip/7064813645_f7f48fb527.jpg,tulip,pink,0.09,0.24,0.31
1148,rose/14687731322_5613f76353.jpg,rose,red,0.06,0.41,0.26
1347,rose/15419696882_9394168a10_n.jpg,rose,red,0.06,0.4,0.41
897,sunflower/18843967474_9cb552716b.jpg,sunflower,yellow,0.07,0.5,0.47
1983,dandelion/5725836812_a7d1c5540d_m.jpg,dandelion,yellow,0.06,0.41,0.2
2717,tulip/17202535346_ab828e779b.jpg,tulip,pink,0.08,0.17,0.4
2097,dandelion/4691257171_23a29aaa33_n.jpg,dandelion,yellow,0.05,0.25,0.14
1409,rose/5223191368_01aedb6547_n.jpg,rose,red,0.07,0.29,0.25
1189,rose/9353111163_7a89b2df35_n.jpg,rose,red,0.09,0.43,0.3
1430,rose/12202373204_34fb07205b.jpg,rose,red,0.07,0.25,0.4
1422,rose/5181899042_0a6ffe0c8a_n.jpg,rose,red,0.09,0.47,0.35
1209,rose/11102341464_508d558dfc_n.jpg,rose,red,0.05,0.11,0.17
999,rose/5990626258_697f007308_n.jpg,rose,red,0.08,0.34,0.25
1162,rose/17062080069_36ac7907d2_n.jpg,rose,red,0.07,0.1,0.31
2199,tulip/14171673854_1208c19be3_m.jpg,tulip,pink,0.06,0.38,0.39
1298,rose/16484100863_979beacb08.jpg,rose,red,0.08,0.31,0.13
353,daisy/9595857626_979c45e5bf_n.jpg,daisy,white,0.08,0.33,0.23
172,daisy/8071646795_2fdc89ab7a_n.jpg,daisy,white,0.1,0.21,0.3
345,daisy/20773528301_008fcbc5a1_n.jpg,daisy,white,0.09,0.18,0.16
2448,tulip/14017640283_c417141832_n.jpg,tulip,pink,0.05,0.48,0.47
1546,dandelion/17075803866_aeeded2637.jpg,dandelion,yellow,0.06,0.12,0.44
2057,dandelion/9293460423_7fbb1e3c32_n.jpg,dandelion,yellow,0.08,0.46,0.15
2137,dandelion/19397467530_1e8131a7cf.jpg,dandelion,yellow,0.07,0.43,0.24
2193,tulip/16670377091_87987f50a4_n.jpg,tulip,pink,0.07,0.37,0.27
1466,rose/14880561916_79aeb812fd_n.jpg,rose,red,0.1,0.4,0.43
1935,dandelion/18304194360_2a4a0be631_m.jpg,dandelion,yellow,0.06,0.18,0.39
1818,dandelion/16766166609_ccb8344c9f_m.jpg,dandelion,yellow,0.07,0.17,0.19
1310,rose/15951588433_c0713cbfc6_m.jpg,rose,red,0.07,0.41,0.18
1920,dandelion/6994938270_bf51d0fe63.jpg,dandelion,yellow,0.08,0.47,0.47
331,daisy/8120563761_ed5620664f_m.jpg,daisy,white,0.06,0.33,0.47
2305,tulip/9030467406_05e93ff171_n.jpg,tulip,pink,0.08,0.46,0.13
2212,tulip/13513616525_2ee0f049e1.jpg,tulip,pink,0.1,0.16,0.38
2279,tulip/13900235284_32ce563633_n.jpg,tulip,pink,0.1,0.19,0.11
2320,tulip/8908062479_449200a1b4.jpg,tulip,pink,0.07,0.48,0.42
2423,tulip/16930105456_8b826dc4a8_n.jpg,tulip,pink,0.06,0.38,0.26
2570,tulip/6187740107_9813ccc41e.jpg,tulip,pink,0.09,0.17,0.17
1780,dandelion/18243329421_771b4d938e.jpg,dandelion,yellow,0.07,0.19,0.37
1598,dandelion/8929523512_c87897b84e.jpg,dandelion,yellow,0.06,0.24,0.43
865,sunflower/6495554833_86eb8faa8e_n.jpg,sunflower,yellow,0.09,0.42,0.3
1391,rose/3253243865_435c1f2c2b_m.jpg,rose,red,0.05,0.19,0.17
451,daisy/9286947622_4822f4fc21.jpg,daisy,white,0.09,0.43,0.5
1521,dandelion/17135145776_4c2ec21b05_m.jpg,dandelion,yellow,0.1,0.34,0.38
2347,tulip/17309951996_552d632cbb_n.jpg,tulip,pink,0.08,0.4,0.39
2521,tulip/5674127693_1ddbd81097.jpg,tulip,pink,0.06,0.18,0.22
1939,dandelion/5110104894_a52c685516_n.jpg,dandelion,yellow,0.05,0.38,0.43
2087,dandelion/3554992110_81d8c9b0bd_m.jpg,dandelion,yellow,0.07,0.4,0.14
1277,rose/14414117598_cf70df30de.jpg,rose,red,0.07,0.34,0.25
1008,rose/4065283966_9504b98269.jpg,rose,red,0.08,0.38,0.34
2188,tulip/4520577328_a94c11e806_n.jpg,tulip,pink,0.07,0.26,0.37
1715,dandelion/5446666484_365f3be83a_n.jpg,dandelion,yellow,0.08,0.15,0.19
98,daisy/5602738326_97121e007d_n.jpg,daisy,white,0.05,0.27,0.15
225,daisy/19280272025_57de24e940_m.jpg,daisy,white,0.07,0.41,0.11
1890,dandelion/4844697927_c70d644f40_n.jpg,dandelion,yellow,0.08,0.34,0.22
1464,rose/17302463621_d82be11f01_n.jpg,rose,red,0.08,0.5,0.48
1842,dandelion/4624036600_11a4744254_n.jpg,dandelion,yellow,0.07,0.49,0.3
439,daisy/8983779970_9d3a6a3bf2_n.jpg,daisy,white,0.08,0.3,0.12
2371,tulip/16702188449_3dacce90b2_m.jpg,tulip,pink,0.09,0.29,0.4
2378,tulip/7166552648_28b6dce578.jpg,tulip,pink,0.08,0.14,0.14
2142,tulip/18378582936_ee7085c850.jpg,tulip,pink,0.07,0.46,0.45
1506,dandelion/5613466853_e476bb080e.jpg,dandelion,yellow,0.09,0.3,0.45
358,daisy/6207492986_0ff91f3296.jpg,daisy,white,0.08,0.23,0.18
2581,tulip/8838347159_746d14e6c1_m.jpg,tulip,pink,0.09,0.11,0.22
2326,tulip/16138212287_643bf336e1_m.jpg,tulip,pink,0.05,0.12,0.16
944,sunflower/6908789145_814d448bb1_n.jpg,sunflower,yellow,0.05,0.4,0.4
1085,rose/6879112993_5a29208438_n.jpg,rose,red,0.08,0.45,0.2
1563,dandelion/13968424321_1d89b33a9f_n.jpg,dandelion,yellow,0.07,0.14,0.33
337,daisy/23095658544_7226386954_n.jpg,daisy,white,0.07,0.25,0.41
632,sunflower/4932736308_827012cff2.jpg,sunflower,yellow,0.1,0.32,0.16
858,sunflower/6482016439_b0d06dac04.jpg,sunflower,yellow,0.06,0.17,0.47
1774,dandelion/6103898045_e066cdeedf_n.jpg,dandelion,yellow,0.1,0.19,0.34
1589,dandelion/14404468648_37903d7025_m.jpg,dandelion,yellow,0.06,0.49,0.19
1872,dandelion/8220011556_28e0cab67f.jpg,dandelion,yellow,0.07,0.34,0.21
700,sunflower/14460081668_eda8795693_m.jpg,sunflower,yellow,0.06,0.33,0.28
1254,rose/15965652160_de91389965_m.jpg,rose,red,0.09,0.44,0.4
192,daisy/14114116486_0bb6649bc1_m.jpg,daisy,white,0.06,0.47,0.13
2588,tulip/6958343928_7e596da4ed_m.jpg,tulip,pink,0.1,0.3,0.28
959,sunflower/4746638094_f5336788a0_n.jpg,sunflower,yellow,0.09,0.49,0.19
2439,tulip/6876631336_54bf150990.jpg,tulip,pink,0.06,0.36,0.42
486,daisy/5811226952_4650ed70ae_n.jpg,daisy,white,0.07,0.17,0.33
2053,dandelion/4510938552_6f7bae172a_n.jpg,dandelion,yellow,0.05,0.27,0.2
207,daisy/8932490012_cc08e690ba_n.jpg,daisy,white,0.1,0.22,0.13
2154,tulip/8614237582_74417799f4_m.jpg,tulip,pink,0.07,0.33,0.25
862,sunflower/21821266773_7113d34c35_m.jpg,sunflower,yellow,0.08,0.16,0.37
1361,rose/14019883858_e5d2a0ec10_n.jpg,rose,red,0.06,0.23,0.3
2288,tulip/14127532150_112823a8f6.jpg,tulip,pink,0.07,0.19,0.31
2731,tulip/8555123165_2fe57eff4f.jpg,tulip,pink,0.05,0.19,0.23
2443,tulip/16282277874_b92776b194.jpg,tulip,pink,0.09,0.36,0.36
373,daisy/7924174040_444d5bbb8a.jpg,daisy,white,0.1,0.13,0.43
139,daisy/3939135368_0af5c4982a_n.jpg,daisy,white,0.07,0.23,0.11
1660,dandelion/7153497513_076486e26b_n.jpg,dandelion,yellow,0.08,0.5,0.33
1173,rose/15750320284_22ef21c682.jpg,rose,red,0.09,0.2,0.44
1664,dandelion/20456824132_b1c8fbfa41_m.jpg,dandelion,yellow,0.08,0.21,0.46
587,sunflower/14889779907_3d401bbac7_m.jpg,sunflower,yellow,0.06,0.23,0.19
947,sunflower/6482016425_d8fab362f6.jpg,sunflower,yellow,0.1,0.4,0.19
2029,dandelion/5886830036_2b99899c95.jpg,dandelion,yellow,0.08,0.13,0.29
505,sunflower/9359374034_21fb12d613_n.jpg,sunflower,yellow,0.06,0.19,0.2
2291,tulip/5565089564_a30c318f44.jpg,tulip,pink,0.08,0.45,0.47
2432,tulip/13857267684_d2a4b2630f_n.jpg,tulip,pink,0.07,0.13,0.32
1791,dandelion/4574737576_044403a997_n.jpg,dandelion,yellow,0.07,0.48,0.27
546,sunflower/6122711533_2c219f0392_n.jpg,sunflower,yellow,0.1,0.13,0.12
1248,rose/3451177763_729a4d54af_n.jpg,rose,red,0.1,0.45,0.35
1440,rose/9355706808_a9a723a8e8_n.jpg,rose,red,0.08,0.32,0.26
2682,tulip/7166640338_46b15d9ec8_n.jpg,tulip,pink,0.06,0.37,0.46
2645,tulip/14093907931_dd8f642574.jpg,tulip,pink,0.1,0.5,0.14
749,sunflower/14889392928_9742aed45b_m.jpg,sunflower,yellow,0.05,0.1,0.1
1833,dandelion/14200639491_2a4611916d_n.jpg,dandelion,yellow,0.07,0.21,0.11
576,sunflower/7654774598_6b715a8d3e.jpg,sunflower,yellow,0.09,0.47,0.46
339,daisy/4301689054_20519e5b68.jpg,daisy,white,0.07,0.33,0.18
404,daisy/14167534527_781ceb1b7a_n.jpg,daisy,white,0.08,0.48,0.49
2280,tulip/17198868382_697b23c715_n.jpg,tulip,pink,0.06,0.39,0.48
450,daisy/4666648087_b10f376f19.jpg,daisy,white,0.05,0.22,0.14
1427,rose/3268459296_a7346c6b2c.jpg,rose,red,0.1,0.5,0.31
2696,tulip/14066056226_d8564a083e_m.jpg,tulip,pink,0.06,0.26,0.12
853,sunflower/4895721242_89014e723c_n.jpg,sunflower,yellow,0.06,0.44,0.37
1696,dandelion/5745882709_fb6fc8f02a_n.jpg,dandelion,yellow,0.06,0.29,0.16
1725,dandelion/17388697431_0d84c427d1_n.jpg,dandelion,yellow,0.07,0.39,0.41
325,daisy/16360180712_b72695928c_n.jpg,daisy,white,0.06,0.39,0.23
930,sunflower/4755705724_976621a1e7.jpg,sunflower,yellow,0.07,0.19,0.22
815,sunflower/9231555352_d2dd8f8e68_m.jpg,sunflower,yellow,0.08,0.17,0.34
1728,dandelion/8759118120_9eac064e38_n.jpg,dandelion,yellow,0.07,0.25,0.1
579,sunflower/20905163782_312e2c3bda_n.jpg,sunflower,yellow,0.07,0.35,0.44
2720,tulip/14022473102_3b24ca08cb_m.jpg,tulip,pink,0.09,0.27,0.36
1437,rose/8960904651_9a0b727258.jpg,rose,red,0.06,0.12,0.48
937,sunflower/19504937128_a4ae90fcbd_m.jpg,sunflower,yellow,0.07,0.5,0.28
277,daisy/5434742166_35773eba57_m.jpg,daisy,white,0.05,0.45,0.24
