,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
677,sunflower/15123604714_dd034a4a3b_n.jpg,sunflower,yellow,0.09,0.18,0.27
678,sunflower/8174972548_0051c2d431.jpg,sunflower,yellow,0.07,0.34,0.16
679,sunflower/4868595281_1e58083785.jpg,sunflower,yellow,0.05,0.37,0.32
680,sunflower/19519101829_46af0b4547_m.jpg,sunflower,yellow,0.07,0.3,0.21
681,sunflower/18828277053_1493158b28.jpg,sunflower,yellow,0.07,0.43,0.49
682,sunflower/5027895361_ace3b731e5_n.jpg,sunflower,yellow,0.08,0.26,0.46
683,sunflower/18766965343_9f42d4bedc_m.jpg,sunflower,yellow,0.07,0.13,0.21
684,sunflower/22405887122_75eda1872f_m.jpg,sunflower,yellow,0.05,0.38,0.3
685,sunflower/9240129413_f240ce7866_n.jpg,sunflower,yellow,0.07,0.11,0.38
686,sunflower/9610373158_5250bce6ac_n.jpg,sunflower,yellow,0.08,0.26,0.11
687,sunflower/22686342422_c0b9e2f38e.jpg,sunflower,yellow,0.05,0.25,0.17
688,sunflower/7012364067_5ffc7654c9_m.jpg,sunflower,yellow,0.06,0.27,0.23
689,sunflower/6050020905_881295ac72_n.jpg,sunflower,yellow,0.08,0.17,0.38
690,sunflower/8014735546_3db46bb1fe_n.jpg,sunflower,yellow,0.06,0.12,0.12
691,sunflower/5042785753_392cc4e74d_n.jpg,sunflower,yellow,0.08,0.4,0.15
692,sunflower/4933824012_8cbfe606f6.jpg,sunflower,yellow,0.05,0.16,0.2
693,sunflower/13959937305_2f5c532886_n.jpg,sunflower,yellow,0.1,0.15,0.27
694,sunflower/15241431045_65201cf15a_n.jpg,sunflower,yellow,0.09,0.29,0.32
695,sunflower/6116210027_61923f4b64.jpg,sunflower,yellow,0.08,0.4,0.25
696,sunflower/5139969871_c9046bdaa7_n.jpg,sunflower,yellow,0.08,0.32,0.42
697,sunflower/4805544785_a63241f6d0_n.jpg,sunflower,yellow,0.06,0.45,0.26
698,sunflower/8265023280_713f2c69d0_m.jpg,sunflower,yellow,0.08,0.43,0.25
699,sunflower/9588522189_db6166f67f.jpg,sunflower,yellow,0.08,0.31,0.18
700,sunflower/14460081668_eda8795693_m.jpg,sunflower,yellow,0.06,0.33,0.28
701,sunflower/9610098411_f1613c8e14.jpg,sunflower,yellow,0.06,0.22,0.28
702,sunflower/15069459615_7e0fd61914_n.jpg,sunflower,yellow,0.07,0.15,0.22
703,sunflower/8174935013_b16626b49b.jpg,sunflower,yellow,0.09,0.21,0.14
704,sunflower/9511172241_8aee411e2e.jpg,sunflower,yellow,0.06,0.36,0.11
705,sunflower/20658775992_1619cd0a9b_n.jpg,sunflower,yellow,0.06,0.36,0.22
706,sunflower/4940287066_385afd9c18_m.jpg,sunflower,yellow,0.06,0.14,0.23
707,sunflower/15973657966_d6f6005539_n.jpg,sunflower,yellow,0.1,0.14,0.42
708,sunflower/15495578821_92c6d14252_n.jpg,sunflower,yellow,0.08,0.34,0.29
709,sunflower/20753711039_0b11d24b50_n.jpg,sunflower,yellow,0.07,0.45,0.45
710,sunflower/14472246629_72373111e6_m.jpg,sunflower,yellow,0.05,0.46,0.14
711,sunflower/6112510436_9fe06e695a_n.jpg,sunflower,yellow,0.08,0.4,0.43
712,sunflower/9302733302_2cb92cf275.jpg,sunflower,yellow,0.08,0.21,0.17
713,sunflower/9610373748_b9cb67bd55.jpg,sunflower,yellow,0.1,0.42,0.33
714,sunflower/19442589512_e733cfea0f.jpg,sunflower,yellow,0.1,0.2,0.47
715,sunflower/5339004958_a0a6f385fd_m.jpg,sunflower,yellow,0.1,0.15,0.32
716,sunflower/4942258704_c4146b710a_n.jpg,sunflower,yellow,0.07,0.18,0.35
717,sunflower/5015462205_440898fe41_n.jpg,sunflower,yellow,0.08,0.16,0.14
718,sunflower/6074427492_1b5bab7848_n.jpg,sunflower,yellow,0.07,0.32,0.33
719,sunflower/8543642705_b841b0e5f6.jpg,sunflower,yellow,0.08,0.38,0.14
720,sunflower/5955475577_3d923874d9_n.jpg,sunflower,yellow,0.1,0.3,0.34
721,sunflower/4933230547_394f618009_m.jpg,sunflower,yellow,0.09,0.16,0.18
722,sunflower/16143151468_4f3c033e33.jpg,sunflower,yellow,0.1,0.32,0.39
723,sunflower/15839183375_49bf4f75e8_m.jpg,sunflower,yellow,0.07,0.41,0.41
724,sunflower/9375675309_987d32f99e_n.jpg,sunflower,yellow,0.06,0.22,0.19
725,sunflower/6606749757_b98a4ba403.jpg,sunflower,yellow,0.07,0.45,0.48
726,sunflower/9213511121_836a458021_m.jpg,sunflower,yellow,0.1,0.18,0.24
727,sunflower/8174935717_d19367d502.jpg,sunflower,yellow,0.06,0.25,0.25
728,sunflower/6606823367_e89dc52a95_n.jpg,sunflower,yellow,0.05,0.2,0.17
729,sunflower/12282924083_fb80aa17d4_n.jpg,sunflower,yellow,0.09,0.45,0.3
730,sunflower/7581713708_8eae6794f2.jpg,sunflower,yellow,0.09,0.2,0.42
731,sunflower/5018120483_cc0421b176_m.jpg,sunflower,yellow,0.09,0.34,0.48
732,sunflower/6606815161_3c4372760f.jpg,sunflower,yellow,0.06,0.19,0.13
733,sunflower/14925397761_46ecfa24e0.jpg,sunflower,yellow,0.05,0.2,0.4
734,sunflower/4806174512_e04475b766_n.jpg,sunflower,yellow,0.09,0.47,0.25
735,sunflower/14678298676_6db8831ee6_m.jpg,sunflower,yellow,0.08,0.31,0.42
736,sunflower/18237215308_a158d49f28_n.jpg,sunflower,yellow,0.09,0.35,0.36
737,sunflower/23356825566_f5885875f2.jpg,sunflower,yellow,0.08,0.35,0.33
738,sunflower/20667988875_6e73ac2879_n.jpg,sunflower,yellow,0.07,0.27,0.15
739,sunflower/21728822928_9f6817325a_n.jpg,sunflower,yellow,0.05,0.36,0.27
740,sunflower/4895719476_bd3b6bd6fd_n.jpg,sunflower,yellow,0.08,0.4,0.24
741,sunflower/4933821940_38064522a8.jpg,sunflower,yellow,0.08,0.48,0.14
742,sunflower/9399711558_7cb9547cd3_n.jpg,sunflower,yellow,0.1,0.38,0.34
743,sunflower/4933823194_33f6e32c5a.jpg,sunflower,yellow,0.06,0.24,0.49
744,sunflower/20156280765_a6baea3176.jpg,sunflower,yellow,0.05,0.25,0.31
745,sunflower/9381481549_5a5d503e42_n.jpg,sunflower,yellow,0.09,0.46,0.44
746,sunflower/14955545254_324cd4ee75.jpg,sunflower,yellow,0.07,0.18,0.49
747,sunflower/9216286162_6ceefdd1b4_m.jpg,sunflower,yellow,0.06,0.36,0.32
748,sunflower/6250692311_cb60c85ee9_n.jpg,sunflower,yellow,0.06,0.27,0.3
749,sunflower/14889392928_9742aed45b_m.jpg,sunflower,yellow,0.05,0.1,0.1
750,sunflower/21995435890_e5672244a4_m.jpg,sunflower,yellow,0.06,0.35,0.16
751,sunflower/10386540106_1431e73086_m.jpg,sunflower,yellow,0.07,0.26,0.3
752,sunflower/7530313068_ddd2dc1f44_m.jpg,sunflower,yellow,0.09,0.47,0.35
753,sunflower/4933230247_a0432f01da.jpg,sunflower,yellow,0.07,0.35,0.34
754,sunflower/15460162172_014bcce403.jpg,sunflower,yellow,0.06,0.38,0.39
755,sunflower/6606746467_a668c8d417.jpg,sunflower,yellow,0.1,0.49,0.23
756,sunflower/16616096711_12375a0260_n.jpg,sunflower,yellow,0.08,0.33,0.27
757,sunflower/5004121118_e9393e60d0_n.jpg,sunflower,yellow,0.07,0.44,0.32
758,sunflower/10862313945_e8ed9202d9_m.jpg,sunflower,yellow,0.09,0.26,0.44
759,sunflower/6140661443_bb48344226.jpg,sunflower,yellow,0.08,0.44,0.36
760,sunflower/14932787983_d6e05f2434_m.jpg,sunflower,yellow,0.07,0.48,0.38
761,sunflower/8929288228_6795bcb1fe.jpg,sunflower,yellow,0.06,0.31,0.36
762,sunflower/13648603305_1268eda8b7_n.jpg,sunflower,yellow,0.08,0.25,0.25
763,sunflower/12471290635_1f9e3aae16_n.jpg,sunflower,yellow,0.07,0.48,0.4
764,sunflower/13096076565_72c2c60875_n.jpg,sunflower,yellow,0.06,0.32,0.33
765,sunflower/15054866898_60ee50ec6b_n.jpg,sunflower,yellow,0.07,0.49,0.42
766,sunflower/15266715291_dfa3f1d49f_n.jpg,sunflower,yellow,0.08,0.42,0.28
767,sunflower/20410697750_c43973d1eb.jpg,sunflower,yellow,0.06,0.14,0.46
768,sunflower/15066430311_fb57fa92b0_m.jpg,sunflower,yellow,0.08,0.25,0.45
769,sunflower/15054750690_198b6ab0f2_n.jpg,sunflower,yellow,0.07,0.39,0.43
770,sunflower/7586498522_4dcab1c8d2_m.jpg,sunflower,yellow,0.09,0.41,0.13
771,sunflower/15118243470_7e0a7f159c_n.jpg,sunflower,yellow,0.09,0.19,0.36
772,sunflower/14244410747_22691ece4a_n.jpg,sunflower,yellow,0.1,0.32,0.32
773,sunflower/22183529245_ce13557515_m.jpg,sunflower,yellow,0.07,0.17,0.12
774,sunflower/14244273988_a7484f18b7_m.jpg,sunflower,yellow,0.06,0.37,0.34
775,sunflower/4871455214_8b5fb87ab6_n.jpg,sunflower,yellow,0.06,0.47,0.46
776,sunflower/6958724008_12259943a7.jpg,sunflower,yellow,0.06,0.16,0.19
777,sunflower/14623719696_1bb7970208_n.jpg,sunflower,yellow,0.07,0.23,0.27
778,sunflower/5967283168_90dd4daf28_n.jpg,sunflower,yellow,0.05,0.14,0.43
779,sunflower/4932143849_018486cbf7.jpg,sunflower,yellow,0.08,0.4,0.12
780,sunflower/5923649444_a823e534e9.jpg,sunflower,yellow,0.07,0.18,0.15
781,sunflower/4933230161_12f3ee7587.jpg,sunflower,yellow,0.08,0.27,0.31
782,sunflower/9655029591_7a77f87500.jpg,sunflower,yellow,0.09,0.28,0.38
783,sunflower/6495559397_61d01c0c57.jpg,sunflower,yellow,0.07,0.49,0.24
784,sunflower/5032376020_2ed312306c.jpg,sunflower,yellow,0.06,0.14,0.47
785,sunflower/9431896325_23bf6e8761.jpg,sunflower,yellow,0.09,0.37,0.14
786,sunflower/23645265812_24352ff6bf.jpg,sunflower,yellow,0.05,0.22,0.21
787,sunflower/7369484298_332f69bd88_n.jpg,sunflower,yellow,0.08,0.4,0.19
788,sunflower/22478719251_276cb094f9_n.jpg,sunflower,yellow,0.06,0.21,0.21
789,sunflower/20078409301_aa8061bd0b_n.jpg,sunflower,yellow,0.07,0.49,0.5
790,sunflower/20148493928_9f75a99783.jpg,sunflower,yellow,0.07,0.26,0.16
791,sunflower/6606820461_952c450f90_n.jpg,sunflower,yellow,0.05,0.21,0.21
792,sunflower/7652532108_01ef94c476.jpg,sunflower,yellow,0.07,0.18,0.31
793,sunflower/15042911059_b6153d94e7_n.jpg,sunflower,yellow,0.09,0.38,0.33
794,sunflower/23894449029_bf0f34d35d_n.jpg,sunflower,yellow,0.07,0.26,0.4
795,sunflower/9309473873_9d62b9082e.jpg,sunflower,yellow,0.06,0.32,0.2
796,sunflower/4933822422_4f54fc7cc8.jpg,sunflower,yellow,0.1,0.11,0.29
797,sunflower/9535500195_543d0b729b.jpg,sunflower,yellow,0.08,0.44,0.11
798,sunflower/14741907467_fab96f3b2b_n.jpg,sunflower,yellow,0.06,0.38,0.29
799,sunflower/6239758929_50e5e5a476_m.jpg,sunflower,yellow,0.06,0.21,0.44
800,sunflower/5973935729_2868f2db1f_n.jpg,sunflower,yellow,0.1,0.22,0.35
801,sunflower/4977385375_e271e282f9.jpg,sunflower,yellow,0.08,0.22,0.39
802,sunflower/8266310743_02095e782d_m.jpg,sunflower,yellow,0.1,0.15,0.23
803,sunflower/5293283002_9b17f085f7_m.jpg,sunflower,yellow,0.1,0.47,0.35
804,sunflower/16975010069_7afd290657_m.jpg,sunflower,yellow,0.08,0.23,0.31
805,sunflower/5955500463_6c08cb199e.jpg,sunflower,yellow,0.05,0.44,0.13
806,sunflower/17433282043_441b0a07f4_n.jpg,sunflower,yellow,0.09,0.37,0.18
807,sunflower/12471791574_bb1be83df4.jpg,sunflower,yellow,0.1,0.11,0.25
808,sunflower/10386525005_fd0b7d6c55_n.jpg,sunflower,yellow,0.05,0.3,0.17
809,sunflower/12471441503_d188b5f31a_m.jpg,sunflower,yellow,0.09,0.11,0.19
810,sunflower/4932144003_cbffc89bf0.jpg,sunflower,yellow,0.07,0.3,0.49
811,sunflower/4989952542_35f2cdd5e2_n.jpg,sunflower,yellow,0.08,0.1,0.16
812,sunflower/4831577091_f56157a5d5_n.jpg,sunflower,yellow,0.08,0.12,0.35
813,sunflower/8038712786_5bdeed3c7f_m.jpg,sunflower,yellow,0.09,0.11,0.15
814,sunflower/5223643767_d8beb7e410.jpg,sunflower,yellow,0.06,0.27,0.49
815,sunflower/9231555352_d2dd8f8e68_m.jpg,sunflower,yellow,0.08,0.17,0.34
816,sunflower/5231868667_f0baa71feb_n.jpg,sunflower,yellow,0.1,0.44,0.21
817,sunflower/14925398301_55a180f919_n.jpg,sunflower,yellow,0.08,0.22,0.29
818,sunflower/14646281372_5f13794b47.jpg,sunflower,yellow,0.07,0.45,0.39
819,sunflower/9206376642_8348ba5c7a.jpg,sunflower,yellow,0.09,0.37,0.18
820,sunflower/15240466871_ec45b65554_m.jpg,sunflower,yellow,0.05,0.49,0.43
821,sunflower/6198569587_23c3693328_m.jpg,sunflower,yellow,0.09,0.36,0.15
822,sunflower/7270375648_79f0caef42_n.jpg,sunflower,yellow,0.07,0.26,0.28
823,sunflower/20344282483_05abb0b837.jpg,sunflower,yellow,0.07,0.43,0.4
824,sunflower/9485002920_59af6f4cac.jpg,sunflower,yellow,0.06,0.39,0.41
825,sunflower/7820626738_3be6a52e4e_n.jpg,sunflower,yellow,0.09,0.44,0.32
826,sunflower/20171662239_f69b6c12bd_n.jpg,sunflower,yellow,0.09,0.37,0.46
827,sunflower/13354458753_7b586f7c95_n.jpg,sunflower,yellow,0.07,0.2,0.28
828,sunflower/14646280372_dd50be16e4_n.jpg,sunflower,yellow,0.06,0.41,0.45
829,sunflower/4933229357_1c5cc03f65_m.jpg,sunflower,yellow,0.06,0.41,0.47
830,sunflower/20777358950_c63ea569a1.jpg,sunflower,yellow,0.09,0.23,0.3
831,sunflower/6080086410_17a02dcfb8.jpg,sunflower,yellow,0.09,0.14,0.2
832,sunflower/8292914969_4a76608250_m.jpg,sunflower,yellow,0.06,0.15,0.37
833,sunflower/6061175433_95fdb12f32_n.jpg,sunflower,yellow,0.07,0.43,0.22
834,sunflower/13095941995_9a66faa713_n.jpg,sunflower,yellow,0.07,0.31,0.29
835,sunflower/23286304156_3635f7de05.jpg,sunflower,yellow,0.07,0.21,0.43
836,sunflower/5994572653_ea98afa3af_n.jpg,sunflower,yellow,0.09,0.24,0.15
837,sunflower/5970869550_d7d9fabebd_n.jpg,sunflower,yellow,0.1,0.44,0.34
838,sunflower/5067864967_19928ca94c_m.jpg,sunflower,yellow,0.1,0.15,0.4
839,sunflower/15495579081_661cb260d1_n.jpg,sunflower,yellow,0.06,0.12,0.46
840,sunflower/5923085671_f81dd1cf6f.jpg,sunflower,yellow,0.07,0.39,0.44
841,sunflower/20965412955_2c640b13bd.jpg,sunflower,yellow,0.07,0.43,0.28
842,sunflower/20777375650_ef854bf645.jpg,sunflower,yellow,0.07,0.41,0.36
843,sunflower/22429146402_332fa2fc72_m.jpg,sunflower,yellow,0.07,0.41,0.14
844,sunflower/7510285306_ba8f80c382_n.jpg,sunflower,yellow,0.07,0.48,0.43
845,sunflower/5028817729_f04d32bac8_n.jpg,sunflower,yellow,0.05,0.22,0.14
846,sunflower/16967372357_15b1b9a812_n.jpg,sunflower,yellow,0.09,0.37,0.44
847,sunflower/4980406384_791774d953.jpg,sunflower,yellow,0.09,0.41,0.38
848,sunflower/17148843706_df148301ac_n.jpg,sunflower,yellow,0.08,0.45,0.39
849,sunflower/9481563239_01b585b41d_n.jpg,sunflower,yellow,0.05,0.21,0.18
850,sunflower/4746643626_02b2d056a2_n.jpg,sunflower,yellow,0.08,0.16,0.34
851,sunflower/10386525695_2c38fea555_n.jpg,sunflower,yellow,0.08,0.44,0.24
852,sunflower/8249000137_eddfffa380_n.jpg,sunflower,yellow,0.1,0.2,0.45
853,sunflower/4895721242_89014e723c_n.jpg,sunflower,yellow,0.06,0.44,0.37
854,sunflower/4895720722_8247f2015b_n.jpg,sunflower,yellow,0.07,0.41,0.23
855,sunflower/5979669004_d9736206c9_n.jpg,sunflower,yellow,0.05,0.17,0.27
856,sunflower/4933229889_c5d9e36392.jpg,sunflower,yellow,0.05,0.11,0.12
857,sunflower/9497774249_7f5ae70927_m.jpg,sunflower,yellow,0.07,0.33,0.41
858,sunflower/6482016439_b0d06dac04.jpg,sunflower,yellow,0.06,0.17,0.47
859,sunflower/8202034834_ee0ee91e04_n.jpg,sunflower,yellow,0.07,0.24,0.36
860,sunflower/15054865217_e398d0dc9f_n.jpg,sunflower,yellow,0.09,0.41,0.21
861,sunflower/5896354497_6a19162741.jpg,sunflower,yellow,0.08,0.25,0.27
862,sunflower/21821266773_7113d34c35_m.jpg,sunflower,yellow,0.08,0.16,0.37
863,sunflower/9460336948_6ae968be93.jpg,sunflower,yellow,0.09,0.25,0.12
864,sunflower/6141150299_b46a64e4de.jpg,sunflower,yellow,0.09,0.3,0.41
865,sunflower/6495554833_86eb8faa8e_n.jpg,sunflower,yellow,0.09,0.42,0.3
866,sunflower/6053739964_a1d9ab3ed1_n.jpg,sunflower,yellow,0.1,0.2,0.48
867,sunflower/4933229197_ff75a40d55.jpg,sunflower,yellow,0.1,0.15,0.37
868,sunflower/7804213238_1d92ae5edb_m.jpg,sunflower,yellow,0.08,0.4,0.41
869,sunflower/15054865768_2cc87ac9d4_m.jpg,sunflower,yellow,0.06,0.48,0.32
870,sunflower/4932735362_6e1017140f.jpg,sunflower,yellow,0.06,0.46,0.48
871,sunflower/6627521877_6e43fb3c49_m.jpg,sunflower,yellow,0.1,0.12,0.34
872,sunflower/6061177447_d8ce96aee0.jpg,sunflower,yellow,0.08,0.39,0.2
873,sunflower/20871601265_daa4be4291_n.jpg,sunflower,yellow,0.08,0.29,0.24
874,sunflower/10386522775_4f8c616999_m.jpg,sunflower,yellow,0.05,0.4,0.11
875,sunflower/4848279231_c4960e28b2_n.jpg,sunflower,yellow,0.07,0.1,0.34
876,sunflower/10386503264_e05387e1f7_m.jpg,sunflower,yellow,0.1,0.19,0.38
877,sunflower/7728953426_abd179ab63.jpg,sunflower,yellow,0.06,0.19,0.41
878,sunflower/21984860006_20dfacea1c_m.jpg,sunflower,yellow,0.07,0.31,0.26
879,sunflower/14623720226_aeeac66e0a_n.jpg,sunflower,yellow,0.1,0.33,0.49
880,sunflower/6606753075_72ee32aa30_m.jpg,sunflower,yellow,0.06,0.31,0.28
881,sunflower/19359539074_d7e32e6616_n.jpg,sunflower,yellow,0.1,0.31,0.1
882,sunflower/6140693467_211a135b6d.jpg,sunflower,yellow,0.07,0.34,0.38
883,sunflower/19710076021_f5bb162540.jpg,sunflower,yellow,0.05,0.41,0.11
884,sunflower/9339697826_88c9c4dc50.jpg,sunflower,yellow,0.07,0.18,0.28
885,sunflower/5955501969_e42f038a6f_n.jpg,sunflower,yellow,0.06,0.16,0.19
886,sunflower/14881304632_54a9dfb8be.jpg,sunflower,yellow,0.07,0.24,0.29
887,sunflower/6606817351_10f6e43a09.jpg,sunflower,yellow,0.08,0.49,0.21
888,sunflower/5357144886_b78f4782eb.jpg,sunflower,yellow,0.05,0.21,0.3
889,sunflower/18237156988_9ceb46a8de_n.jpg,sunflower,yellow,0.05,0.44,0.39
890,sunflower/20410533613_56da1cce7c.jpg,sunflower,yellow,0.1,0.24,0.11
891,sunflower/16832961488_5f7e70eb5e_n.jpg,sunflower,yellow,0.09,0.26,0.18
892,sunflower/5020805619_6c710793f7.jpg,sunflower,yellow,0.08,0.27,0.2
893,sunflower/9482209981_bf7bf6022b_m.jpg,sunflower,yellow,0.08,0.21,0.26
894,sunflower/20972866151_e6a928b00a.jpg,sunflower,yellow,0.08,0.42,0.48
895,sunflower/15207507116_8b7f894508_m.jpg,sunflower,yellow,0.08,0.21,0.2
896,sunflower/19915160340_ec904edbdf_n.jpg,sunflower,yellow,0.08,0.22,0.47
897,sunflower/18843967474_9cb552716b.jpg,sunflower,yellow,0.07,0.5,0.47
898,sunflower/4821232343_7e0bcfbfdf_n.jpg,sunflower,yellow,0.07,0.12,0.11
899,sunflower/8929213942_5544191250_n.jpg,sunflower,yellow,0.06,0.34,0.23
900,sunflower/7721658400_0dec46d225.jpg,sunflower,yellow,0.07,0.26,0.14
901,sunflower/5970300143_36b42437de_n.jpg,sunflower,yellow,0.06,0.22,0.49
902,sunflower/5069564563_ae03792c3c_m.jpg,sunflower,yellow,0.08,0.42,0.32
903,sunflower/4847062576_bae870479c_n.jpg,sunflower,yellow,0.06,0.24,0.42
904,sunflower/8192234807_fed4a46f1a_n.jpg,sunflower,yellow,0.08,0.33,0.44
905,sunflower/9825716455_f12bcc8d4e_n.jpg,sunflower,yellow,0.07,0.3,0.18
906,sunflower/4755075329_1fccc69d4e.jpg,sunflower,yellow,0.08,0.21,0.47
907,sunflower/5970868068_fe1c8b282e_n.jpg,sunflower,yellow,0.08,0.43,0.29
908,sunflower/7820523050_76c8caa025.jpg,sunflower,yellow,0.07,0.5,0.39
909,sunflower/8481979626_98c9f88848_n.jpg,sunflower,yellow,0.1,0.28,0.28
910,sunflower/9564240106_0577e919da_n.jpg,sunflower,yellow,0.05,0.4,0.2
911,sunflower/4933823300_39fd4420b6.jpg,sunflower,yellow,0.06,0.1,0.22
912,sunflower/5139969631_743880e01d_n.jpg,sunflower,yellow,0.06,0.46,0.2
913,sunflower/23204123212_ef32fbafbe.jpg,sunflower,yellow,0.1,0.39,0.13
914,sunflower/6042014768_b57f0bfc79_n.jpg,sunflower,yellow,0.07,0.43,0.37
915,sunflower/6198569425_e953b9e6cc_m.jpg,sunflower,yellow,0.07,0.19,0.11
916,sunflower/15054864058_2edca122a9_n.jpg,sunflower,yellow,0.08,0.27,0.42
917,sunflower/6199086734_b7ddc65816_m.jpg,sunflower,yellow,0.08,0.43,0.45
918,sunflower/5994586159_1dd99d66b4_n.jpg,sunflower,yellow,0.07,0.3,0.44
919,sunflower/11881770944_22b4f2f8f6_n.jpg,sunflower,yellow,0.06,0.16,0.33
920,sunflower/5951665793_8ae4807cbd_n.jpg,sunflower,yellow,0.09,0.48,0.33
921,sunflower/5966729883_67f4fede93.jpg,sunflower,yellow,0.09,0.12,0.29
922,sunflower/4877195645_791c3a83b9_m.jpg,sunflower,yellow,0.06,0.4,0.26
923,sunflower/8368015811_2893411cf7_n.jpg,sunflower,yellow,0.06,0.23,0.46
924,sunflower/20344366953_44fb51051b.jpg,sunflower,yellow,0.09,0.36,0.23
925,sunflower/9056495873_66e351b17c_n.jpg,sunflower,yellow,0.06,0.18,0.24
926,sunflower/19508264965_d1dfb565ea_n.jpg,sunflower,yellow,0.05,0.25,0.13
927,sunflower/18828283553_e46504ae38.jpg,sunflower,yellow,0.09,0.2,0.25
928,sunflower/14698136411_23bdcff7bf_n.jpg,sunflower,yellow,0.08,0.5,0.42
929,sunflower/15238348741_c2fb12ecf2_m.jpg,sunflower,yellow,0.05,0.31,0.46
930,sunflower/4755705724_976621a1e7.jpg,sunflower,yellow,0.07,0.19,0.22
931,sunflower/9497774935_a7daec5433_n.jpg,sunflower,yellow,0.09,0.5,0.36
932,sunflower/14928117202_139d2142cc_n.jpg,sunflower,yellow,0.07,0.34,0.29
933,sunflower/5043404000_9bc16cb7e5_m.jpg,sunflower,yellow,0.09,0.24,0.33
934,sunflower/5139977283_530c508603_n.jpg,sunflower,yellow,0.07,0.41,0.15
935,sunflower/9783416751_b2a03920f7_n.jpg,sunflower,yellow,0.07,0.34,0.3
936,sunflower/6166888942_7058198713_m.jpg,sunflower,yellow,0.08,0.47,0.11
937,sunflower/19504937128_a4ae90fcbd_m.jpg,sunflower,yellow,0.07,0.5,0.28
938,sunflower/20972862281_5367f4af88.jpg,sunflower,yellow,0.09,0.23,0.16
939,sunflower/19710925313_31682fa22b_m.jpg,sunflower,yellow,0.1,0.49,0.24
940,sunflower/5995136822_8e1eed76f5_n.jpg,sunflower,yellow,0.08,0.25,0.46
941,sunflower/22755811033_cd17b109e0.jpg,sunflower,yellow,0.09,0.37,0.39
942,sunflower/7820305664_82148f3bfb_n.jpg,sunflower,yellow,0.09,0.19,0.13
943,sunflower/20621698991_dcb323911d.jpg,sunflower,yellow,0.07,0.34,0.38
944,sunflower/6908789145_814d448bb1_n.jpg,sunflower,yellow,0.05,0.4,0.4
945,sunflower/14741813010_5d44e33088_n.jpg,sunflower,yellow,0.05,0.49,0.48
946,sunflower/15683877266_42e0fe3782_n.jpg,sunflower,yellow,0.05,0.42,0.31
947,sunflower/6482016425_d8fab362f6.jpg,sunflower,yellow,0.1,0.4,0.19
948,sunflower/8014734302_65c6e83bb4_m.jpg,sunflower,yellow,0.08,0.41,0.27
949,sunflower/9555827829_74e6f60f1d_m.jpg,sunflower,yellow,0.09,0.26,0.44
950,sunflower/20183071136_c297e74fcc_m.jpg,sunflower,yellow,0.08,0.39,0.26
951,sunflower/20342824594_9740b7b160.jpg,sunflower,yellow,0.07,0.29,0.24
952,sunflower/15493195788_60530f2398_m.jpg,sunflower,yellow,0.1,0.12,0.25
953,sunflower/7176736574_14446539cb_n.jpg,sunflower,yellow,0.08,0.47,0.43
954,sunflower/15072973261_73e2912ef2_n.jpg,sunflower,yellow,0.1,0.39,0.49
955,sunflower/21134000558_d7d6c9b1fe_n.jpg,sunflower,yellow,0.08,0.13,0.12
956,sunflower/5979111555_61b400c070_n.jpg,sunflower,yellow,0.08,0.3,0.19
957,sunflower/5007598545_90e08e81c1_n.jpg,sunflower,yellow,0.06,0.33,0.15
958,sunflower/5923085891_27617463fe.jpg,sunflower,yellow,0.06,0.14,0.22
959,sunflower/4746638094_f5336788a0_n.jpg,sunflower,yellow,0.09,0.49,0.19
960,sunflower/4895124535_11a2bb704c_m.jpg,sunflower,yellow,0.07,0.23,0.14
961,sunflower/9651392844_77f90589ba_n.jpg,sunflower,yellow,0.06,0.12,0.39
962,sunflower/6265084065_7a8b30cc6e_n.jpg,sunflower,yellow,0.06,0.38,0.49
963,sunflower/4933822052_2dfef02517.jpg,sunflower,yellow,0.09,0.35,0.3
964,sunflower/9246304620_768d1f54d7_n.jpg,sunflower,yellow,0.09,0.17,0.48
965,sunflower/14266917699_91b207888e.jpg,sunflower,yellow,0.09,0.17,0.11
966,sunflower/9427945592_07a2676945_n.jpg,sunflower,yellow,0.07,0.29,0.38
967,sunflower/9445830851_e9a126fd1d_n.jpg,sunflower,yellow,0.07,0.45,0.24
968,sunflower/5020805135_1219d7523d.jpg,sunflower,yellow,0.09,0.3,0.4
969,sunflower/14925398441_107f3e0304_n.jpg,sunflower,yellow,0.09,0.48,0.19
970,sunflower/22429946721_e17a12cb39_n.jpg,sunflower,yellow,0.07,0.38,0.5
971,sunflower/9538283930_0faea083bb_n.jpg,sunflower,yellow,0.08,0.38,0.25
972,sunflower/9681915384_b3b646dc92_m.jpg,sunflower,yellow,0.09,0.46,0.39
973,sunflower/19784656639_cd7f0a4a26_m.jpg,sunflower,yellow,0.09,0.4,0.14
974,sunflower/9558628596_722c29ec60_m.jpg,sunflower,yellow,0.07,0.29,0.12
975,sunflower/9216286876_289a4779f7.jpg,sunflower,yellow,0.07,0.48,0.27
976,sunflower/5437996076_cf7e2ac32e_n.jpg,sunflower,yellow,0.05,0.17,0.39
977,sunflower/4878447831_e904c60cf8_n.jpg,sunflower,yellow,0.07,0.25,0.24
978,sunflower/22255608949_172d7c8d22_m.jpg,sunflower,yellow,0.07,0.46,0.23
